page_downloaded_day,population_current,ice_date_as_of_pop,page_id
2021-11-01,23468.0,2021-10-29,f86ceeb8fc2755ba9a299b8035d01fd1
2021-11-02,23468.0,2021-10-29,238df1087f87b9396f4465fe36f4352d
2021-11-03,23468.0,2021-10-29,41f39bdf34d2b13cce636903140e8370
2021-11-04,23468.0,2021-10-29,35f7be6532d898a78770c65531bb9385
2021-11-05,23468.0,2021-10-29,ebac493e98acd3164d826b33e5f6cf72
2021-11-06,23468.0,2021-10-29,ee3bc00865d92d79093db6cf4a666cbb
2021-11-07,23468.0,2021-10-29,eabd76eedc4577c50aca6fa3bf01a9cd
2021-11-08,23924.0,2021-11-07,d4db3155914548506bd7a523fa9aafb8
2021-11-09,23924.0,2021-11-07,a4ed9e328d354d1217228072e7ea0406
2021-11-10,23924.0,2021-11-07,a3823dba3d511c3f718ace199928ee1d
2021-11-11,23924.0,2021-11-07,a65107790f022533f33d606be267d06e
2021-11-12,23924.0,2021-11-07,4d4284572cb1ae4eabf344917b5bf426
2021-11-13,23924.0,2021-11-07,16708b64f621b2c2b6de6af97c4a467c
2021-11-14,23924.0,2021-11-07,92de492b36144515af7130b44459d4d6
2021-11-15,23924.0,2021-11-07,7db99ad1bf8efe9f182c3e8d98134fe0
2021-11-16,24445.0,2021-11-12,78b989b5668a6f56e0c082f602bb7870
2021-11-17,24445.0,2021-11-12,7d8561a100bc7131396888bb565415bb
2021-11-18,24445.0,2021-11-12,94571b59fd2369a3e18dca3b3b288670
2021-11-19,24445.0,2021-11-12,249312fc9a2892058ad8a8e8e0bfb920
2021-11-20,24445.0,2021-11-12,2b3aded31567946bc96faa2682d21d52
2021-11-21,24445.0,2021-11-12,3c67f18d9d9ea18e5df0a1793ca67060
2021-11-22,23265.0,2021-11-19,4fb4b71a08b18c71ce805a499a68ec8b
2021-11-23,23265.0,2021-11-19,3ca64a683b5b02fcff70ceb6d4d839d2
2021-11-24,23265.0,2021-11-19,426f2593d777359c8ae5d89f751aaac9
2021-11-25,23265.0,2021-11-19,493cf920b8387a9442699bd4c2429d81
2021-11-26,23265.0,2021-11-19,6d39c85d6ef90f5757f1428fa8e68ea4
2021-11-27,23265.0,2021-11-19,a075e912777ec40eec95c7bf78b675e2
2021-11-28,23265.0,2021-11-19,2641cafa674b7c48ae4f0b59ebdc2eb0
2021-11-29,21462.0,2021-11-26,ced55cd41c6bb976127444705039b243
2021-11-30,21462.0,2021-11-26,10a15cb545c02d0614f4ed61d4a4686d
2021-12-01,21462.0,2021-11-26,009f7f7d034a3873cf00c422f0d642c4
2021-12-02,21462.0,2021-11-26,89a2fa02dcfa50d4a1485489e745a1a2
2021-12-03,21462.0,2021-11-26,dd2a2c3886493424a8a6cf5c3097f7dd
2021-12-04,21462.0,2021-11-26,5767a33fb906bb60f09b16ee80c95574
2021-12-05,21462.0,2021-11-26,f89de9bf7959825031a4c1fb4bd8ba65
2021-12-06,21462.0,2021-11-26,933162ff8897c8a32d986f030111db8f
2021-12-07,22549.0,2021-12-06,5c862d4b09e714df12b0ae8f40cec47e
2021-12-08,22549.0,2021-12-06,deaab97e36f9b63f77b5c443418ba72a
2021-12-09,22549.0,2021-12-06,8372275bcfff9cd288b8b9ccdf288d91
2021-12-10,22549.0,2021-12-06,f17370d2f666d8df4a97aee0d0e2b12c
2021-12-11,22549.0,2021-12-06,6626a190b4faef1390b306362685f68e
2021-12-12,22549.0,2021-12-06,cb6c124c03201823bce6534e274f6f03
2021-12-13,21811.0,2021-12-10,301f45183be74c12147ef2e773e47460
2021-12-14,21811.0,2021-12-10,a4916f400b8bd2d64e26569deebd3a37
2021-12-15,21811.0,2021-12-10,df00dc215a531422d01acf787d4448b5
2021-12-16,21811.0,2021-12-10,156dda62418ac7aa5af88e65d2e7a169
2021-12-17,21811.0,2021-12-10,74598c962f56e547bdac88b38b82dd09
2021-12-18,21811.0,2021-12-10,3c34f0db0d1400865e832047d851562d
2021-12-19,21811.0,2021-12-10,5011426be86f8b747c5e60dff8aca7a5
2021-12-20,21811.0,2021-12-10,6a8820a402250a5e8db3ddb2d92b211a
2021-12-21,21520.0,2021-12-16,e859dc295e8d66cdf39a62e81686bcde
2021-12-22,21520.0,2021-12-16,798ee651d705a7a320b9270444f562f8
2021-12-23,21520.0,2021-12-16,c2a139036e8297f891211d7f1567ba64
2021-12-24,21520.0,2021-12-16,9ad7dafa7a10c833a60af34686261713
2021-12-25,21520.0,2021-12-16,4fe1c63073a0839540fb64c52647066e
2021-12-26,21520.0,2021-12-16,15523ef8763f7b0dac1917390ad99667
2021-12-27,21520.0,2021-12-16,ba81bc2959d678ec3749ecb5402f187d
2021-12-28,21789.0,2021-12-27,6f8bda51508fed684f18323538c2dbc1
2021-12-29,21789.0,2021-12-27,048f20e154ac72442f17aa69b1ec5237
2021-12-30,21789.0,2021-12-27,71166a21f3a151631349ad7737a8ba8b
2021-12-31,21789.0,2021-12-27,b78b3dbd2e6d034c2050804949c17aee
2022-01-01,21789.0,2021-12-27,806071f17d3fa7b5861b8722c574365f
2022-01-02,21789.0,2021-12-27,ce49b774bfafdb610ed7b9610990622b
2022-01-03,22503.0,2022-01-03,c08d5760bf36d66fd665e0bef9de3460
2022-01-04,22503.0,2022-01-03,c3c96cc6a5eecfacc4153e13bbd2ce29
2022-01-05,22503.0,2022-01-03,1ee5d611563641ae316d1cffefd56517
2022-01-06,22503.0,2022-01-03,aac52cd3d5d2764f30bb6271bdeea06c
2022-01-07,22503.0,2022-01-03,8333935af2aead15c4c83e7f0e589231
2022-01-08,22503.0,2022-01-03,e7278cce6f0f2800e47760ecc287b097
2022-01-09,22503.0,2022-01-03,ba28d76118e4ef5ac4c6ea2d82551d19
2022-01-10,22142.0,2022-01-10,aa65fdeaf3ae17e338e3be620524616f
2022-01-11,22142.0,2022-01-10,0b0d731a05847bac984683a4d9a5c444
2022-01-12,22142.0,2022-01-10,62c38eaae0ec101b376b77f24b01028b
2022-01-13,22142.0,2022-01-10,63a72f7663fcbf2b4482f5811f013a45
2022-01-14,22142.0,2022-01-10,88467664aefc3b3d67e18b6cd063bcd9
2022-01-15,22142.0,2022-01-10,cb14f05c205f85819ad9757ec11608e9
2022-01-16,22142.0,2022-01-10,101a4b186e90a6bdf4a08ab6cda240d5
2022-01-17,22142.0,2022-01-10,a9841f323671c775f5a2ada4e5939701
2022-01-18,21805.0,2022-01-18,c89e62b5c797a63c7a5d71c06f016493
2022-01-19,21805.0,2022-01-18,b4128cb995b77f2b96d1a91867bdecb6
2022-01-20,21805.0,2022-01-18,2c2144e3f905b058e2f507d125fc48b3
2022-01-21,21805.0,2022-01-18,08e8c81155cd5d9df4ce2e70dd4a501a
2022-01-22,21805.0,2022-01-18,26cea53673f9efb351dfd26b43947a06
2022-01-23,21805.0,2022-01-18,ef06055551419bf227568b67d681749c
2022-01-24,21602.0,2022-01-23,5d03324ddf09e27211a5c74e867c851e
2022-01-25,21602.0,2022-01-23,6d2e13b5c3d13db17f817e5c1cfd2a2e
2022-01-26,21602.0,2022-01-23,1f7e781b4207a9436aa2269c69c68675
2022-01-27,21602.0,2022-01-23,72780ffbd67eb6c61370ccd56477c1d9
2022-01-28,21602.0,2022-01-23,4c0268b672cb9e55523c7a9e06b3827c
2022-01-29,21602.0,2022-01-23,b70e6d2eebf3a1fe63992a9c3f061837
2022-01-30,21602.0,2022-01-23,9d24701257665461ac40c8e01717526e
2022-01-31,21341.0,2022-01-30,edf2788f782dbb11f1f108254013205d
2022-02-01,21341.0,2022-01-30,b183d72dd1b399033348a55b4dc1c0ac
2022-02-02,21341.0,2022-01-30,64cd0c2b3471742fc0762a45e6658e23
2022-02-03,21341.0,2022-01-30,15172472a91aab95401d2a9b0c71b914
2022-02-04,21341.0,2022-01-30,d623315cc8fd62884dd06ea1c34bfaaf
2022-02-05,21341.0,2022-01-30,8e7fae91304d703c44d456072c6288d8
2022-02-06,21341.0,2022-01-30,aeb893ba4a2ddf83975defc9855c28a5
2022-02-07,21197.0,2022-02-07,85bc903602ffbbbef10df6f7f21761dc
2022-02-08,21197.0,2022-02-07,ec1b144988c24ff3f67652d568f0fbba
2022-02-09,21197.0,2022-02-07,c164511650c1b59371823b3ecaddc0f1
2022-02-10,21197.0,2022-02-07,78f69e7ca2b5325149cd06d5a0546052
2022-02-11,21197.0,2022-02-07,fc556a4a769805eb4e39805fd81c5d23
2022-02-12,21197.0,2022-02-07,648639801f3516fc3275ccb89903ff83
2022-02-13,21197.0,2022-02-07,d0b912abc22f594074983f8603f38373
2022-02-14,20094.0,2022-02-14,56224cde33e1964bdd32dea8fe82b8ec
2022-02-15,20094.0,2022-02-14,814bd9afd201471a3d408afe4427eeed
2022-02-16,20094.0,2022-02-14,a04bfdc9a6817a0ac59b30f7bcd09628
2022-02-17,20094.0,2022-02-14,d24c588ac30fcd65f2d571f96947942b
2022-02-18,20094.0,2022-02-14,d2d34b0985e4730d0d3df6a20e04deef
2022-02-19,20094.0,2022-02-14,d739ba24b82afaf2917fffa40505c3e9
2022-02-20,20094.0,2022-02-14,cff684cf884211b8fdc7d63c97940eac
2022-02-21,20094.0,2022-02-14,5b51fc144e6e6cc87212e3832923d03d
2022-02-22,18816.0,2022-02-22,915f34ef2f197fd32305a7ac44d05068
2022-02-23,18816.0,2022-02-22,bb1cca8058d39cace4df2498e269cf3a
2022-02-24,18683.0,2022-02-23,c58bf88f82cfdafe525d060f34cd37f6
2022-02-25,18424.0,2022-02-24,20f4b847ffa3758168983fcdceef0525
2022-02-26,18424.0,2022-02-24,95a7f5e6a99668622730d145e2a3ab84
2022-02-27,18424.0,2022-02-24,ff090bc7382cbdf866d087434e023d8a
2022-02-28,18203.0,2022-02-28,8c9d8fb6eab3995251c1c665ae2922d5
2022-03-01,18203.0,2022-02-28,c04f62d425a3275f3776bf7db7d4e5a2
2022-03-02,18257.0,2022-03-01,28543b956a7840038ac174799530e77f
2022-03-03,18201.0,2022-03-02,94bca3aeeb6b156ee4fb50ee8b0d3604
2022-03-04,18225.0,2022-03-03,e589cb8e2a6acf80e2103e555167b2c3
2022-03-05,18225.0,2022-03-03,867552462bab088c2a99d12aaccd55e3
2022-03-06,18225.0,2022-03-03,fbe2b3a7f535af13b5fab13498421f9b
2022-03-07,18336.0,2022-03-07,b0fe4cc22e25bc8478e7503010ee848a
2022-03-08,18336.0,2022-03-07,ea41ea9d8bb485f7a2682f5a170549db
2022-03-09,18996.0,2022-03-08,1b248aced4199c4decb8a3ab54c82ddf
2022-03-10,19596.0,2022-03-09,07adf6fce46e828576e2fd2643383728
2022-03-11,19863.0,2022-03-10,41fa144ed04a9c74f8a38242fdfe08ea
2022-03-12,19863.0,2022-03-10,a8c49e49eb4ea89623b48332551242c1
2022-03-13,19863.0,2022-03-10,fd76281469ad3f67433cde331b9eabaf
2022-03-14,20401.0,2022-03-14,23f029e4b30a6345c38da12efbd19a98
2022-03-15,20401.0,2022-03-14,630459b8586ea953c35725d2ba653405
2022-03-16,20358.0,2022-03-15,ccf5584de00f95f980a68a89204cd6c3
2022-03-17,20480.0,2022-03-16,e5cac8313f6f9de80be2040c639b7081
2022-03-18,20487.0,2022-03-17,b8723b2f3ad7ca9d726f16b190714607
2022-03-19,20487.0,2022-03-17,6f7d3a181fd4d09cb0191d71e9980c26
2022-03-20,20487.0,2022-03-17,b5bbfa6e1413c6463c4363d5c511a2aa
2022-03-21,20334.0,2022-03-20,dccaf38cf6d73738ddb223663cdf15b8
2022-03-22,20407.0,2022-03-21,0cd5ac77a6d938fcee4cb600c27ab503
2022-03-23,20407.0,2022-03-21,5df1b89f6effb8891af7f7b600b10c89
2022-03-24,21991.0,2022-03-23,f3e4e3038c3f5974776d82a055c64c1e
2022-03-25,20897.0,2022-03-24,b1716757a2f117167d8aadc8e6252106
2022-03-26,20897.0,2022-03-24,2c446969e8c182de58a590ca7897590a
2022-03-27,20897.0,2022-03-24,525453acbf5deca52f8f87e19ac4fb3f
2022-03-28,20452.0,2022-03-27,7f8c83a348236d4bbf3b234a95b7edda
2022-03-29,21131.0,2022-03-28,2ddd153fce51e6b2e5579571b1174680
2022-03-30,20701.0,2022-03-29,cf77c1c67b9430029365595f522f707e
2022-03-31,20381.0,2022-03-30,7fe06fedf7f4667426d315743a346533
2022-04-01,20033.0,2022-03-31,4607a866f05e2b16c993127f34c761d7
2022-04-02,20033.0,2022-03-31,f8f829b101b165fa86086656240cfedf
2022-04-03,20033.0,2022-03-31,32384fc55a5bfac4752e9544b6ed8846
2022-04-04,19552.0,2022-04-03,2450f5121a19f8cf6e9e2ea870346bcd
2022-04-05,20012.0,2022-04-04,bf1be0153aa3a8f9e6800662b9ff2000
2022-04-06,19980.0,2022-04-05,ddf75f1d0b282817e950af2a61bdcf38
2022-04-07,19693.0,2022-04-06,64c2130cdc28f03fd09007f046dcf0b0
2022-04-08,18960.0,2022-04-07,1895fc81a9cb80e15571bb77b1b61cee
2022-04-09,18960.0,2022-04-07,56d598b642d11b792c4cf59a382557f2
2022-04-10,18960.0,2022-04-07,9aa0ab560da810dee1a1b610e2beb344
2022-04-11,19355.0,2022-04-10,d2b55790cc5b3e31f0e531deac8fbaf6
2022-04-12,19355.0,2022-04-11,8cd85d5751cc51e0931b8de5260415c8
2022-04-13,19156.0,2022-04-12,5a8d638ef7b3c32e862892fb232d9103
2022-04-14,18992.0,2022-04-13,4e88a9c1ce792e6812421013a48aa613
2022-04-15,18694.0,2022-04-14,9f03004670cc631c74f9b2749cc15449
2022-04-16,18694.0,2022-04-14,336c33546a1090fe02a208d73da2feaa
2022-04-17,18694.0,2022-04-14,4727c49b321e7aae3323c83eef449240
2022-04-18,18708.0,2022-04-17,b76e0048273e1d4ffd14efb15f18744a
2022-04-19,18155.0,2022-04-18,c9dc39799c64755e4686542365d6827d
2022-04-20,19129.0,2022-04-19,e72117376cc2d7d303b68e61179f049b
2022-04-21,19231.0,2022-04-20,08cf2ff440c201fc737a6dca1f5e5589
2022-04-22,18942.0,2022-04-21,92993c1c3fcd15aaeddcc1c5b1cfa378
2022-04-23,18942.0,2022-04-21,475669ff9379acadd2a4f892c6993950
2022-04-24,18942.0,2022-04-21,3233a13abd21c6e19142a2866913af47
2022-04-25,19120.0,2022-04-24,0aebe1a1708d3c373c302bc93cbbbeae
2022-04-26,19995.0,2022-04-25,000f1bd3c02cd44031b3a0c1485b8ae0
2022-04-27,20444.0,2022-04-26,29542cf3a27cedd79959eef6454f2ffe
2022-04-28,20479.0,2022-04-27,ad8a93c1c530fd67b63cc1fd7443cec4
2022-04-29,20761.0,2022-04-28,6b8d098dbd1b06c2b4be79e99e968b00
2022-04-30,20761.0,2022-04-28,b3c63af957dae4c7dca18154f35c6ff8
2022-05-01,20761.0,2022-04-28,b9f58e092bc6e1b876760035364833b2
2022-05-02,20028.0,2022-05-01,e34426f91f8e03241846d2e0ae28212e
2022-05-03,21028.0,2022-05-02,3b9c30b86319947a8661486ab05cde07
2022-05-04,21028.0,2022-05-02,ee55032c3e7f2d99c3015eb05c0c6cf2
2022-05-05,22057.0,2022-05-04,1a083a7f2c65439064bba95876d41f83
2022-05-06,22336.0,2022-05-05,0d98147ac1afd2b0fd055921ed77671c
2022-05-07,22336.0,2022-05-05,f40bef86ad01f1c9b15a96c825a8f0b1
2022-05-08,22336.0,2022-05-05,5362f1f09c0f8d0c501ed21c39aa9f84
2022-05-09,22167.0,2022-05-08,2ad18ad2b6245a0759c91c4f7f62136e
2022-05-10,22327.0,2022-05-08,cc2dd8d83b3226c6880b679f6a9e5c0e
2022-05-11,22926.0,2022-05-10,49b973b0f0e8272804e3b240949c8b78
2022-05-12,22926.0,2022-05-11,67a115f230a2520c6bd79b5ec43e53a4
2022-05-13,22848.0,2022-05-12,8539df4457162590617f7d5f9d5aa34f
2022-05-14,22848.0,2022-05-12,76d2000d225cc8b20df5afec358f4aed
2022-05-15,22848.0,2022-05-12,8006aace0ded756625e04586be122f43
2022-05-16,23506.0,2022-05-15,a6a8d92bed5c395cce389e8210eb9b7b
2022-05-17,24140.0,2022-05-16,32eebe9cd7f9405ae72222136e8bcdc1
2022-05-18,23861.0,2022-05-17,14897144fa4678be65808b3730908357
2022-05-19,24277.0,2022-05-18,6f6a8f18edefe70d91e3c3b7026de619
2022-05-20,23998.0,2022-05-19,22255a2a779211ce011cd9d2ff617af9
2022-05-21,23998.0,2022-05-19,f0e75e240310ef8938400c11f7b372e4
2022-05-22,23998.0,2022-05-19,48d5f748793d9289af2f257a22f890f2
2022-05-23,24038.0,2022-05-22,f906f09cbeaf0078cc3b92d1313ac3a2
2022-05-24,24494.0,2022-05-23,7aaa88036a352cd1dc6abed0718caa92
2022-05-25,24903.0,2022-05-24,fed1a0e5ba8ff80c1033a8da6069ae34
2022-05-26,24903.0,2022-05-25,65c26b618266c6d5443ec203e54cd62e
2022-05-27,24673.0,2022-05-26,da8edfe3f77dc70654a00b0efe923bac
2022-05-28,24673.0,2022-05-26,2e37f477710ac078e75761c0a8085a3d
2022-05-29,24673.0,2022-05-26,8b9589bdb465185c09a361acc3ceb787
2022-05-30,24673.0,2022-05-26,bac44f6b3f810996769298a266b0d849
2022-05-31,24316.0,2022-05-30,b963ee231a3a33468f98901e51b5eb6e
2022-06-01,25472.0,2022-05-31,85d7f21f20762563f01bf3a8c9158313
2022-06-02,25581.0,2022-06-01,9f028940a713452c57e00a6f51c591c0
2022-06-03,25154.0,2022-06-02,22406b6364401754e423be4992e40837
2022-06-04,25154.0,2022-06-02,ff09750a0dbc7610fb847dbbf8238cdf
2022-06-05,25154.0,2022-06-02,a986cbcb9ac8dcd559dd63f4ef8b9046
2022-06-06,25080.0,2022-06-05,52cca33537b82c5d730631317e53d3d3
2022-06-07,25055.0,2022-06-06,a8419249a84d090f2fa3ce857a2f40b0
2022-06-08,24839.0,2022-06-07,5f0cacd4d7c914392007aa6cf5d5df0b
2022-06-09,24940.0,2022-06-08,917d6ff0007d33add0ba3b0a836c8a5e
2022-06-10,24681.0,2022-06-09,6c201970b14509857baab7cf2e39d2ef
2022-06-11,24681.0,2022-06-09,f8372dc4739040784edb5df81664d433
2022-06-12,24681.0,2022-06-09,9d8c4c645b30706952565e6f19fc6142
2022-06-13,24538.0,2022-06-12,794d12cc797bb75151518e4df6989602
2022-06-14,24001.0,2022-06-13,e790ff956b164127d91574abb292caf5
2022-06-15,25001.0,2022-06-14,1f4ab707bafcb9e61fc0f0865f92feff
2022-06-16,24818.0,2022-06-15,82547dd6016100fd981e9b865985e273
2022-06-17,24764.0,2022-06-16,efff2e5ca37bbbb890a1512ffc665a03
2022-06-18,24764.0,2022-06-16,afbc98180462ebe8c6f2fa4278655001
2022-06-19,24764.0,2022-06-16,3a8a1515bf3a8e59c4df884abf25588d
2022-06-20,24764.0,2022-06-16,298fd31099cf11375dbc772d3fe48a7d
2022-06-21,24468.0,2022-06-20,a2121b7b71770935f9de80b0317b8c56
2022-06-22,23570.0,2022-06-21,5bd992ead8eba0d860f897137f95b02a
2022-06-23,23934.0,2022-06-22,bcbf2e2b7e8edd531cb844a4e51306a2
2022-06-24,23674.0,2022-06-23,c8477c8fc35157faa3500dc6bce9ec3d
2022-06-25,23674.0,2022-06-23,85123eebd449457bf202d39ce1783f7e
2022-06-26,23674.0,2022-06-23,a9877c8542402baacde7adfd8fc8e4e5
2022-06-27,23687.0,2022-06-26,50d3609b85c94346cfa710c22e51a1fb
2022-06-28,23981.0,2022-06-27,03b5a78a69ab04cc23e7f1f2a87b9f15
2022-06-29,24168.0,2022-06-28,ec51fec7b441b35308ec87d3fdc373e7
2022-06-30,23684.0,2022-06-29,cec9a5618165961fd034ce8bbb71a4f9
2022-07-01,23764.0,2022-06-30,1247dfc022c1341fad7720058fbc35e9
2022-07-02,23764.0,2022-06-30,b8692734035ec8516d81b3ef0dcc7a19
2022-07-03,23764.0,2022-06-30,1821cce50e4630f7fa417c27e148c5e3
2022-07-04,23764.0,2022-06-30,b50be98f06da2ae3641d9a9d6d32e00b
2022-07-05,23229.0,2022-07-04,5675e3c6a345982953ddb5bfc85fdc69
2022-07-06,23903.0,2022-07-05,8e88a6d68f131ebc0d2343ae47bef9ef
2022-07-07,23960.0,2022-07-06,8e58a9c657fddb44e0db3c027695bde7
2022-07-08,23605.0,2022-07-07,a9a0817ec49f1425d2b94a2c956ca7f6
2022-07-09,23605.0,2022-07-07,8e5572ade92ed0ed4b5aa377c2682cc7
2022-07-10,23605.0,2022-07-07,e07bc39006f3a76dac28b70d6659da1e
2022-07-11,23446.0,2022-07-08,a8dc7a07d8e08834d07ee316f7431ab7
2022-07-12,23753.0,2022-07-11,3b4f5a2be2d2cc90d2222cbb9da5f098
2022-07-13,23753.0,2022-07-11,91b087153adc11d751deede1b3258238
2022-07-14,23682.0,2022-07-13,0e3050f69441af98ce24cc58e820b7d6
2022-07-15,23682.0,2022-07-13,a3a4e9d90074281d627502372d00e1d5
2022-07-16,23682.0,2022-07-13,9098ba8177354d1a3565b2b911da37dd
2022-07-17,23682.0,2022-07-13,e390fedfba096c8c09f43beb9fdb4b58
2022-07-18,23238.0,2022-07-15,90d2c91f20e4411680508b3de4cbb1fb
2022-07-19,23474.0,2022-07-18,b7ab4fe5f8a2321a06e2f630d048432a
2022-07-20,23637.0,2022-07-19,1416bdbbbdbe7a41ff127845da5754e5
2022-07-21,23699.0,2022-07-20,94e6bb584d7eb89f0dcec3e675fcef62
2022-07-22,23888.0,2022-07-21,50f808b88707fee55ab18efa959d09a4
2022-07-23,23888.0,2022-07-21,216248734f005f6ea0b4ab4f4ba4ce24
2022-07-24,23888.0,2022-07-21,7673ca8035f661aa3dff499f2e00bba3
2022-07-25,23905.0,2022-07-22,e81400b9cadd5af64a06cbe993ffba9e
2022-07-26,24198.0,2022-07-25,148152cbe2e7e341ffb27012d0cd0d8e
2022-07-27,24448.0,2022-07-26,2f78da5c47252e29af46184c35a0079b
2022-07-28,24604.0,2022-07-27,4c0be0e62a03c524da545581c2048046
2022-07-29,24007.0,2022-07-28,1bd88999fe4f916af141c753b744be56
2022-07-30,24007.0,2022-07-28,edde4f74dda64b965a2bd1ace4af9633
2022-07-31,24007.0,2022-07-28,12d31ff9569a8b09cce87e6b1d1c55ab
2022-08-01,23574.0,2022-07-29,a3cde5516d9f5ce886b475aea6087edb
2022-08-02,23768.0,2022-08-01,ce2d54fe216187cbeb598b1ae7c62f38
2022-08-03,24132.0,2022-08-02,d7eba82bf5d1af0319f2968cf36dbf41
2022-08-04,24157.0,2022-08-03,0dc9417aeacfc9d91dc9c739dfc238bb
2022-08-05,24021.0,2022-08-04,04041f4eed17fa31e5de14fcdb7142d9
2022-08-06,24021.0,2022-08-04,33636ecaac9637c9dd87069ea5e31eda
2022-08-07,24021.0,2022-08-04,c3385cecf8b75df3cacb8daa8afbb1a6
2022-08-08,23821.0,2022-08-05,02e16fe010ba71e190db459e3a9aef0d
2022-08-09,24268.0,2022-08-08,2a19a6046920d1b731cb1ab478e845a1
2022-08-10,24584.0,2022-08-09,b223097ee52bc00a0ea61558fda6f13a
2022-08-11,24566.0,2022-08-10,4fff6ff1501dae7d88a2bcc4b74d6f9c
2022-08-12,24549.0,2022-08-11,25f22650981de0d5b9a90d917fb58a55
2022-08-13,24549.0,2022-08-11,c02352d84196e6dc3d186c2de8b05b35
2022-08-14,24549.0,2022-08-11,46fa6948cd0db9df19f62c453033a8cf
2022-08-15,24363.0,2022-08-12,fc461d1b580fc81630ce283c628f460d
2022-08-16,25051.0,2022-08-15,5994340056b7dcb217e062f04e44e39f
2022-08-17,25581.0,2022-08-16,f53d2db513ad04a0404b7924dbe697d0
2022-08-18,25559.0,2022-08-17,8837a681a7c644124c070a853f849249
2022-08-19,25576.0,2022-08-18,8cda903499b1edf9c3fbd8ddb27d7558
2022-08-20,25576.0,2022-08-18,5f8616a360f348ff771794aeba4d8dfd
2022-08-21,25576.0,2022-08-18,47f04a96b316a8f8df620fa70ac45946
2022-08-22,25465.0,2022-08-19,42d3026ecb8ea98eb932a9615283ea5f
2022-08-23,25919.0,2022-08-22,5a24a9414ad41dd05caa55c0dc9728ce
2022-08-24,25796.0,2022-08-23,8bfa7a07d7710d83557fe9f7c73e960e
2022-08-25,25768.0,2022-08-24,611566e709385ca2f544afbec25ba96b
2022-08-26,25768.0,2022-08-24,31f756bba37f03eabccb66a1a3056ce0
2022-08-27,25768.0,2022-08-24,5d8bc746c183c384fcb30e358f5dc3a8
2022-08-28,25768.0,2022-08-24,979798e8f05accf81094444f45598326
2022-08-29,25579.0,2022-08-26,dbed6e6766d8d341cddf3c3bceecd774
2022-08-30,26284.0,2022-08-29,bf32603db6f4c09ea6476c4a0d793283
2022-08-31,26258.0,2022-08-30,36a8cd2047aafc62b3d3363d85b9f78c
2022-09-01,26229.0,2022-08-31,1419d7368a3b03cd79c56a83bbbc9815
2022-09-02,26142.0,2022-09-01,64c36a42bb37fddb1d16d25eeaa9f3e4
2022-09-03,26142.0,2022-09-01,63aef7a506d91b9a7c6afb53c6b28abd
2022-09-04,26142.0,2022-09-01,6a1b974c4796320c50ff97a2de4286a7
2022-09-05,26142.0,2022-09-01,dc4ec40419d864a0dd4b7af4dde7c1d3
2022-09-06,26059.0,2022-09-02,17f8928d687aa2da4d85e15904690838
2022-09-07,26689.0,2022-09-06,94a2e2286da4f3057215fe7b69f785ff
2022-09-08,26600.0,2022-09-07,0fdbe6c9d4d7eabd34691886d355674b
2022-09-09,26660.0,2022-09-08,1a689ba9dbfac75661227a0378eff0a0
2022-09-10,26660.0,2022-09-08,b9023c89711e3050d3dfcd43f546328c
2022-09-11,26660.0,2022-09-08,20c7eafcc4dbe9efbe48ba2e3b9864fd
2022-09-12,26165.0,2022-09-09,c633e0e3e315cb25355dd6cc7728b19c
2022-09-13,26962.0,2022-09-12,2b3310835b771ef7c9a0738d1ebecbba
2022-09-14,26961.0,2022-09-13,3331e277cacfb86fbce7328f67b53ecf
2022-09-15,25680.0,2022-09-14,ed875904c52269fad7c5144a670897d6
2022-09-16,25313.0,2022-09-15,81e6e0250d27d2b23dc55e66c50575ea
2022-09-17,25313.0,2022-09-15,2256a7ae7d98e61d90a67e1abdb6fc8f
2022-09-18,25313.0,2022-09-15,d156e087e40ad0a0eed4d2a140777ef1
2022-09-19,24882.0,2022-09-16,9b9a21da0a5bc5ce17dd533cc5d7657b
2022-09-20,25007.0,2022-09-19,65c9880f9ddbaf8868f89b2d35cc12af
2022-09-21,25426.0,2022-09-20,6ad191f56bfdc53fec13851338280c39
2022-09-22,25395.0,2022-09-21,86dc31ed3c2c5740a5e986b43813e576
2022-09-23,25392.0,2022-09-22,6a27b1df17fb31b1e04ab0ce84d9d215
2022-09-24,25392.0,2022-09-22,828ced1bde0b4ac29efb6033f7f4f251
2022-09-25,25392.0,2022-09-22,fc0e3d2ada26982e372b2bf42e3250e7
2022-09-26,25302.0,2022-09-23,1afbfda2e032babb08a607b963ff679f
2022-09-27,25252.0,2022-09-26,cb734c979aab2f4bc46a25eb04621d52
2022-09-28,25503.0,2022-09-27,489e5b0b92ebb949f7b6310ab36f9aa9
2022-09-29,25503.0,2022-09-28,c61d8d3d2d8cdd0d9f680e06090b0b7c
2022-09-30,25503.0,2022-09-28,6cacfec218a82560a8d0c6e57c71c38f
2022-10-01,25503.0,2022-09-28,6a204c8ed1eba3c3f92220614015eaec
2022-10-02,25503.0,2022-09-28,ef042e70645ca5e4c541b4fb682b602c
2022-10-03,26056.0,2022-10-03,9ac74a5d58c6a0b6e02e63bb256e03ff
2022-10-04,26056.0,2022-10-03,305bc8e0235ee7373d1d6920cf358a61
2022-10-05,26056.0,2022-10-03,f105d99fb83d163c8983bb719154932d
2022-10-06,26056.0,2022-10-03,808c7a25099501e4a86fab867b142d66
