facility_id,page_downloaded_day,facility_cases_cumulative,facility_cases_current,facility_deaths,facility_name,facility_listed,ice_date_updated,page_id
CCASDCA,2020-06-29,166.0,3.0,1.0,OTAY MESA DETENTION CENTER (SAN DIEGO CDF),Otay Mesa Detention Center (San Diego CDF),2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
CHARLSC,2020-06-29,2.0,2.0,0.0,CHARLESTON COUNTY DETENTION CENTER,Charleston County Detention Center,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
CONCOLA,2020-06-29,2.0,0.0,0.0,CONCORDIA PARISH C C,River Correctional Center,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
CSCNWWA,2020-06-29,3.0,1.0,0.0,NORTHWEST DETENTION CENTER,Tacoma ICE Processing Center (Northwest Detention Center),2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
DENICDF,2020-06-29,16.0,10.0,0.0,DENVER CONTRACT DETENTION FACILITY,Aurora Contract Detention Facility,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
EAZ,2020-06-29,221.0,89.0,0.0,ELOY FEDERAL CONTRACT FACILITY,Eloy Federal Contract Facility,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
ELZICDF,2020-06-29,18.0,0.0,0.0,ELIZABETH CONTRACT DETENTION FACILITY,Elizabeth Detention Center,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
EPC,2020-06-29,119.0,72.0,0.0,EL PASO SERVICE PROCESSING CENTER,El Paso Service Processing Center,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
ESSEXNJ,2020-06-29,8.0,7.0,0.0,ESSEX COUNTY CORRECTIONAL FACILITY,Essex County Jail,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
ETOWAAL,2020-06-29,1.0,0.0,0.0,ETOWAH COUNTY JAIL (ALABAMA),Etowah County Jail,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
FLO,2020-06-29,32.0,2.0,0.0,FLORENCE SERVICE PROCESSING CENTER,Florence Detention Center,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
FRMVLVA,2020-06-29,51.0,50.0,0.0,IMMIGRATION CENTERS OF AMERICA FARMVILLE,Immigration Centers of America - Farmville,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
GLADEFL,2020-06-29,112.0,48.0,0.0,GLADES COUNTY DETENTION CENTER,Glades County Detention Center,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
GREENMA,2020-06-29,6.0,5.0,0.0,FRANKLIN COUNTY HOUSE OF CORRECTION,Franklin County House of Corrections,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
HASKLTX,2020-06-29,42.0,1.0,0.0,ROLLING PLAINS DETENTION CENTER,Rolling Plains Detention Center,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
HOUICDF,2020-06-29,104.0,1.0,0.0,HOUSTON CONTRACT DETENTION FACILITY,Houston Contract Detention Facility,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
https://ice.gov/detention-facility/adams-county-detention-center,2020-06-29,35.0,21.0,0.0,ADAMS COUNTY DETENTION CENTER,Adams County Correctional Center,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
https://ice.gov/detention-facility/bluebonnet-detention-facility,2020-06-29,263.0,131.0,0.0,BLUEBONNET DETENTION FACILITY,Bluebonnet Detention Facility,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
https://ice.gov/detention-facility/caroline-detention-facility,2020-06-29,3.0,0.0,0.0,CAROLINE DETENTION FACILITY,Caroline Detention Facility,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
https://ice.gov/detention-facility/el-valle-detention-facility,2020-06-29,1.0,1.0,0.0,EL VALLE DETENTION FACILITY,El Valle Detention Facility,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
https://ice.gov/detention-facility/iah-polk-adult-detention-facility,2020-06-29,16.0,0.0,0.0,IAH POLK ADULT DETENTION FACILITY,IAH Polk Adult Detention Facility,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
https://ice.gov/detention-facility/jackson-parish-correctional-center,2020-06-29,2.0,2.0,0.0,JACKSON PARISH CORRECTIONAL CENTER,Jackson Parish Correctional,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
https://ice.gov/detention-facility/joe-corley-detention-facility,2020-06-29,42.0,1.0,0.0,JOE CORLEY DETENTION FACILITY,Joe Corley Detention Center,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
https://ice.gov/detention-facility/la-palma-correctional-center,2020-06-29,92.0,4.0,0.0,LA PALMA CORRECTIONAL CENTER,La Palma Correctional Facility,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
https://ice.gov/detention-facility/montgomery-processing-center,2020-06-29,167.0,48.0,0.0,MONTGOMERY PROCESSING CENTER,Montgomery Processing Center (Houston),2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
https://ice.gov/detention-facility/richwood-correctional-center,2020-06-29,65.0,0.0,0.0,RICHWOOD CORRECTIONAL CENTER,Richwood Correctional Center,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
https://ice.gov/detention-facility/winn-correctional-center,2020-06-29,121.0,5.0,0.0,WINN CORRECTIONAL CENTER,Winn Correctional Center,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
HUDSONJ,2020-06-29,14.0,5.0,0.0,HUDSON COUNTY CORRECTIONAL CENTER,Hudson County Jail,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
IRADFCA,2020-06-29,2.0,0.0,0.0,IMPERIAL REGIONAL DETENTION FACILITY,Imperial Regional Detention Facility,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
IRWINGA,2020-06-29,14.0,13.0,0.0,IRWIN COUNTY DETENTION CENTER,Irwin County Detention Center,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
JAMESGA,2020-06-29,5.0,5.0,0.0,FOLKSTON ICE PROCESSING CENTER (D. RAY JAMES),Folkston ICE Processing Center (D. Ray James),2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
JENADLA,2020-06-29,15.0,1.0,0.0,JENA/LASALLE DETENTION FACILITY,LaSalle ICE Processing Center - Jena,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
JENATLA,2020-06-29,76.0,18.0,0.0,ALEXANDRIA STAGING FACILITY,Alexandria Staging Facility,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
JOHNSTX,2020-06-29,1.0,1.0,0.0,JOHNSON COUNTY CORRECTIONS CENTER,Johnson County Law Enforcement Center,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
KRNRCTX,2020-06-29,11.0,11.0,0.0,KARNES COUNTY RESIDENTIAL CENTER,Karnes County Residential Center,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
KRO,2020-06-29,37.0,5.0,0.0,KROME NORTH SERVICE PROCESSING CENTER,Krome North Service Processing Center,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
LASALLE CORR CTR OLLA,2020-06-29,9.0,4.0,0.0,LASALLE CORR CTR OLLA,LaSalle ICE Processing Center - Olla,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
LINCOMO,2020-06-29,1.0,0.0,0.0,LINCOLN COUNTY DETENTION CENTER,Lincoln County Detention Center,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
MOROWOH,2020-06-29,48.0,0.0,0.0,MORROW COUNTY CORRECTIONAL FACILITY,Morrow County Correctional Facility,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
NVSDCNV,2020-06-29,1.0,1.0,0.0,NEVADA SOUTHERN DETENTION CENTER,Nevada Southern Detention Center,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
OKMULOK,2020-06-29,12.0,12.0,0.0,OKMULGEE COUNTY JAIL,Moore Detention Center,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
OTRPCNM,2020-06-29,143.0,27.0,0.0,OTERO COUNTY PROCESSING CENTER,Otero County Processing Center,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
PIC,2020-06-29,71.0,28.0,0.0,PORT ISABEL,Port Isabel Detention Center,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
PIKCOPA,2020-06-29,22.0,7.0,0.0,PIKE COUNTY CORRECTIONAL FACILITY,Pike County Correctional Facility,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
PINEPLA,2020-06-29,30.0,0.0,0.0,PINE PRAIRIE CORRECTIONAL CENTER,Pine Prairie ICE Processing Center,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
POLKJIA,2020-06-29,11.0,1.0,0.0,POLK COUNTY JAIL,Polk County Jail,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
PRLDCTX,2020-06-29,52.0,9.0,0.0,PRAIRIELAND DETENTION FACILITY,Prairieland Detention Facility,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
PULASIL,2020-06-29,45.0,0.0,0.0,PULASKI COUNTY JAIL,Pulaski County Detention Center,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
SLRDCAZ,2020-06-29,7.0,4.0,0.0,SAN LUIS REGIONAL DETENTION CENTER,San Luis Regional Detention Center,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
STCDFTX,2020-06-29,47.0,2.0,0.0,SOUTH TEXAS DETENTION COMPLEX,South Texas ICE Processing Center (Pearsall),2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
STCLAMI,2020-06-29,10.0,4.0,0.0,SAINT CLAIR COUNTY JAIL,Saint Clair County Jail,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
STRAFNH,2020-06-29,2.0,2.0,0.0,STRAFFORD COUNTY CORRECTIONS,Strafford County Corrections,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
STWRTGA,2020-06-29,47.0,16.0,1.0,STEWART DETENTION CENTER,Stewart Detention Center,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
TOORANM,2020-06-29,42.0,23.0,0.0,TORRANCE COUNTY DETENTION FACILITY,Torrance County Detention Center,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
WAKULFL,2020-06-29,1.0,1.0,0.0,WAKULLA COUNTY JAIL,Wakulla County Jail,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
WCCPBFL,2020-06-29,26.0,7.0,0.0,BROWARD TRANSITIONAL CENTER,Broward Transitional Center,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
WEBDCTX,2020-06-29,5.0,4.0,0.0,WEBB COUNTY DETENTION CENTER (CCA),Webb County Detention Center (CCA),2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
WYATTRI,2020-06-29,2.0,0.0,0.0,WYATT DETENTION CENTER,Wyatt Detention Center,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
YORCOPA,2020-06-29,1.0,0.0,0.0,YORK COUNTY PRISON,York County Prison,2020-06-29 17:00:00,27d25d58bbcee75392f17d72242949dd
ADLNTCA,2020-06-30,10.0,8.0,0.0,ADELANTO ICE PROCESSING CENTER,Adelanto ICE Processing Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
BASILLA,2020-06-30,2.0,2.0,0.0,SOUTH LOUISIANA DETENTION CENTER,South Louisiana Correctional Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
BERGENJ,2020-06-30,2.0,0.0,0.0,BERGEN COUNTY JAIL,Bergen County Jail,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
BRINDMA,2020-06-30,1.0,1.0,0.0,BRISTOL COUNTY DETENTION CENTER,Bristol County Detention Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
BTV,2020-06-30,49.0,0.0,0.0,BUFFALO (BATAVIA) SERVICE PROCESSING CENTER,Buffalo (Batavia) Service Processing Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
CALHOMI,2020-06-30,6.0,4.0,0.0,CALHOUN COUNTY CORRECTIONAL CENTER,Calhoun County Correctional Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
CATAHLA,2020-06-30,77.0,57.0,0.0,CATAHOULA CORRECTIONAL CENTER,Catahoula Correctional Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
CCAFLAZ,2020-06-30,8.0,6.0,0.0,"CCA, FLORENCE CORRECTIONAL CENTER",CCA Florence Correctional Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
CCASDCA,2020-06-30,166.0,3.0,1.0,OTAY MESA DETENTION CENTER (SAN DIEGO CDF),Otay Mesa Detention Center (San Diego CDF),2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
CHARLSC,2020-06-30,2.0,2.0,0.0,CHARLESTON COUNTY DETENTION CENTER,Charleston County Detention Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
CONCOLA,2020-06-30,2.0,0.0,0.0,CONCORDIA PARISH C C,River Correctional Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
CSCNWWA,2020-06-30,3.0,1.0,0.0,NORTHWEST DETENTION CENTER,Tacoma ICE Processing Center (Northwest Detention Center),2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
DENICDF,2020-06-30,16.0,10.0,0.0,DENVER CONTRACT DETENTION FACILITY,Aurora Contract Detention Facility,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
EAZ,2020-06-30,222.0,90.0,0.0,ELOY FEDERAL CONTRACT FACILITY,Eloy Federal Contract Facility,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
ELZICDF,2020-06-30,18.0,0.0,0.0,ELIZABETH CONTRACT DETENTION FACILITY,Elizabeth Detention Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
EPC,2020-06-30,119.0,72.0,0.0,EL PASO SERVICE PROCESSING CENTER,El Paso Service Processing Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
ESSEXNJ,2020-06-30,8.0,7.0,0.0,ESSEX COUNTY CORRECTIONAL FACILITY,Essex County Jail,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
ETOWAAL,2020-06-30,1.0,0.0,0.0,ETOWAH COUNTY JAIL (ALABAMA),Etowah County Jail,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
FLO,2020-06-30,33.0,3.0,0.0,FLORENCE SERVICE PROCESSING CENTER,Florence Detention Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
FRMVLVA,2020-06-30,51.0,48.0,0.0,IMMIGRATION CENTERS OF AMERICA FARMVILLE,Immigration Centers of America - Farmville,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
GLADEFL,2020-06-30,112.0,48.0,0.0,GLADES COUNTY DETENTION CENTER,Glades County Detention Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
GREENMA,2020-06-30,6.0,5.0,0.0,FRANKLIN COUNTY HOUSE OF CORRECTION,Franklin County House of Corrections,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
HASKLTX,2020-06-30,42.0,1.0,0.0,ROLLING PLAINS DETENTION CENTER,Rolling Plains Detention Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
HOUICDF,2020-06-30,105.0,2.0,0.0,HOUSTON CONTRACT DETENTION FACILITY,Houston Contract Detention Facility,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
https://ice.gov/detention-facility/adams-county-detention-center,2020-06-30,35.0,21.0,0.0,ADAMS COUNTY DETENTION CENTER,Adams County Correctional Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
https://ice.gov/detention-facility/bluebonnet-detention-facility,2020-06-30,265.0,130.0,0.0,BLUEBONNET DETENTION FACILITY,Bluebonnet Detention Facility,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
https://ice.gov/detention-facility/caroline-detention-facility,2020-06-30,3.0,0.0,0.0,CAROLINE DETENTION FACILITY,Caroline Detention Facility,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
https://ice.gov/detention-facility/el-valle-detention-facility,2020-06-30,1.0,1.0,0.0,EL VALLE DETENTION FACILITY,El Valle Detention Facility,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
https://ice.gov/detention-facility/iah-polk-adult-detention-facility,2020-06-30,16.0,0.0,0.0,IAH POLK ADULT DETENTION FACILITY,IAH Polk Adult Detention Facility,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
https://ice.gov/detention-facility/jackson-parish-correctional-center,2020-06-30,2.0,2.0,0.0,JACKSON PARISH CORRECTIONAL CENTER,Jackson Parish Correctional,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
https://ice.gov/detention-facility/joe-corley-detention-facility,2020-06-30,42.0,1.0,0.0,JOE CORLEY DETENTION FACILITY,Joe Corley Detention Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
https://ice.gov/detention-facility/la-palma-correctional-center,2020-06-30,92.0,4.0,0.0,LA PALMA CORRECTIONAL CENTER,La Palma Correctional Facility,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
https://ice.gov/detention-facility/montgomery-processing-center,2020-06-30,181.0,62.0,0.0,MONTGOMERY PROCESSING CENTER,Montgomery Processing Center (Houston),2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
https://ice.gov/detention-facility/richwood-correctional-center,2020-06-30,65.0,0.0,0.0,RICHWOOD CORRECTIONAL CENTER,Richwood Correctional Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
https://ice.gov/detention-facility/winn-correctional-center,2020-06-30,121.0,5.0,0.0,WINN CORRECTIONAL CENTER,Winn Correctional Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
HUDSONJ,2020-06-30,14.0,5.0,0.0,HUDSON COUNTY CORRECTIONAL CENTER,Hudson County Jail,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
IRADFCA,2020-06-30,2.0,0.0,0.0,IMPERIAL REGIONAL DETENTION FACILITY,Imperial Regional Detention Facility,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
IRWINGA,2020-06-30,14.0,13.0,0.0,IRWIN COUNTY DETENTION CENTER,Irwin County Detention Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
JAMESGA,2020-06-30,5.0,5.0,0.0,FOLKSTON ICE PROCESSING CENTER (D. RAY JAMES),Folkston ICE Processing Center (D. Ray James),2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
JENADLA,2020-06-30,15.0,1.0,0.0,JENA/LASALLE DETENTION FACILITY,LaSalle ICE Processing Center - Jena,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
JENATLA,2020-06-30,76.0,18.0,0.0,ALEXANDRIA STAGING FACILITY,Alexandria Staging Facility,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
JOHNSTX,2020-06-30,1.0,1.0,0.0,JOHNSON COUNTY CORRECTIONS CENTER,Johnson County Law Enforcement Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
KRNRCTX,2020-06-30,11.0,11.0,0.0,KARNES COUNTY RESIDENTIAL CENTER,Karnes County Residential Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
KRO,2020-06-30,37.0,5.0,0.0,KROME NORTH SERVICE PROCESSING CENTER,Krome North Service Processing Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
LASALLE CORR CTR OLLA,2020-06-30,12.0,6.0,0.0,LASALLE CORR CTR OLLA,LaSalle ICE Processing Center - Olla,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
LINCOMO,2020-06-30,1.0,0.0,0.0,LINCOLN COUNTY DETENTION CENTER,Lincoln County Detention Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
MOROWOH,2020-06-30,48.0,0.0,0.0,MORROW COUNTY CORRECTIONAL FACILITY,Morrow County Correctional Facility,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
NVSDCNV,2020-06-30,3.0,3.0,0.0,NEVADA SOUTHERN DETENTION CENTER,Nevada Southern Detention Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
OKMULOK,2020-06-30,12.0,12.0,0.0,OKMULGEE COUNTY JAIL,Moore Detention Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
OTRPCNM,2020-06-30,143.0,27.0,0.0,OTERO COUNTY PROCESSING CENTER,Otero County Processing Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
PIC,2020-06-30,76.0,21.0,0.0,PORT ISABEL,Port Isabel Detention Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
PIKCOPA,2020-06-30,22.0,7.0,0.0,PIKE COUNTY CORRECTIONAL FACILITY,Pike County Correctional Facility,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
PINEPLA,2020-06-30,30.0,0.0,0.0,PINE PRAIRIE CORRECTIONAL CENTER,Pine Prairie ICE Processing Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
POLKJIA,2020-06-30,11.0,1.0,0.0,POLK COUNTY JAIL,Polk County Jail,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
PRLDCTX,2020-06-30,52.0,9.0,0.0,PRAIRIELAND DETENTION FACILITY,Prairieland Detention Facility,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
PULASIL,2020-06-30,45.0,0.0,0.0,PULASKI COUNTY JAIL,Pulaski County Detention Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
SLRDCAZ,2020-06-30,7.0,4.0,0.0,SAN LUIS REGIONAL DETENTION CENTER,San Luis Regional Detention Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
STCDFTX,2020-06-30,47.0,2.0,0.0,SOUTH TEXAS DETENTION COMPLEX,South Texas ICE Processing Center (Pearsall),2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
STCLAMI,2020-06-30,10.0,4.0,0.0,SAINT CLAIR COUNTY JAIL,Saint Clair County Jail,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
STRAFNH,2020-06-30,2.0,2.0,0.0,STRAFFORD COUNTY CORRECTIONS,Strafford County Corrections,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
STWRTGA,2020-06-30,50.0,19.0,1.0,STEWART DETENTION CENTER,Stewart Detention Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
TOORANM,2020-06-30,42.0,23.0,0.0,TORRANCE COUNTY DETENTION FACILITY,Torrance County Detention Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
WAKULFL,2020-06-30,1.0,1.0,0.0,WAKULLA COUNTY JAIL,Wakulla County Jail,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
WCCPBFL,2020-06-30,26.0,7.0,0.0,BROWARD TRANSITIONAL CENTER,Broward Transitional Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
WEBDCTX,2020-06-30,6.0,5.0,0.0,WEBB COUNTY DETENTION CENTER (CCA),Webb County Detention Center (CCA),2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
WYATTRI,2020-06-30,2.0,0.0,0.0,WYATT DETENTION CENTER,Wyatt Detention Center,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
YORCOPA,2020-06-30,1.0,0.0,0.0,YORK COUNTY PRISON,York County Prison,2020-06-30 17:10:00,7400d41c5629cb0f12713609d1598965
ADLNTCA,2020-07-01,10.0,8.0,0.0,ADELANTO ICE PROCESSING CENTER,Adelanto ICE Processing Center,2020-07-01 12:00:00,58e61a768bb22e61eca72fb1fd26f7f7
BASILLA,2020-07-01,2.0,2.0,0.0,SOUTH LOUISIANA DETENTION CENTER,South Louisiana Correctional Center,2020-07-01 12:00:00,58e61a768bb22e61eca72fb1fd26f7f7
BERGENJ,2020-07-01,2.0,0.0,0.0,BERGEN COUNTY JAIL,Bergen County Jail,2020-07-01 12:00:00,58e61a768bb22e61eca72fb1fd26f7f7
BRINDMA,2020-07-01,1.0,0.0,0.0,BRISTOL COUNTY DETENTION CENTER,Bristol County Detention Center,2020-07-01 12:00:00,58e61a768bb22e61eca72fb1fd26f7f7
BTV,2020-07-01,49.0,0.0,0.0,BUFFALO (BATAVIA) SERVICE PROCESSING CENTER,Buffalo (Batavia) Service Processing Center,2020-07-01 12:00:00,58e61a768bb22e61eca72fb1fd26f7f7
CALHOMI,2020-07-01,6.0,3.0,0.0,CALHOUN COUNTY CORRECTIONAL CENTER,Calhoun County Correctional Center,2020-07-01 12:00:00,58e61a768bb22e61eca72fb1fd26f7f7
CATAHLA,2020-07-01,77.0,25.0,0.0,CATAHOULA CORRECTIONAL CENTER,Catahoula Correctional Center,2020-07-01 12:00:00,58e61a768bb22e61eca72fb1fd26f7f7
CCAFLAZ,2020-07-01,11.0,9.0,0.0,"CCA, FLORENCE CORRECTIONAL CENTER",CCA Florence Correctional Center,2020-07-01 12:00:00,58e61a768bb22e61eca72fb1fd26f7f7
CCASDCA,2020-07-01,167.0,3.0,1.0,OTAY MESA DETENTION CENTER (SAN DIEGO CDF),Otay Mesa Detention Center (San Diego CDF),2020-07-01 12:00:00,58e61a768bb22e61eca72fb1fd26f7f7
CHARLSC,2020-07-01,2.0,2.0,0.0,CHARLESTON COUNTY DETENTION CENTER,Charleston County Detention Center,2020-07-01 12:00:00,58e61a768bb22e61eca72fb1fd26f7f7
CONCOLA,2020-07-01,2.0,0.0,0.0,CONCORDIA PARISH C C,River Correctional Center,2020-07-01 12:00:00,58e61a768bb22e61eca72fb1fd26f7f7
CSCNWWA,2020-07-01,3.0,1.0,0.0,NORTHWEST DETENTION CENTER,Tacoma ICE Processing Center (Northwest Detention Center),2020-07-01 12:00:00,58e61a768bb22e61eca72fb1fd26f7f7
DENICDF,2020-07-01,16.0,9.0,0.0,DENVER CONTRACT DETENTION FACILITY,Aurora Contract Detention Facility,2020-07-01 12:00:00,58e61a768bb22e61eca72fb1fd26f7f7
EAZ,2020-07-01,222.0,88.0,0.0,ELOY FEDERAL CONTRACT FACILITY,Eloy Federal Contract Facility,2020-07-01 12:00:00,58e61a768bb22e61eca72fb1fd26f7f7
ELZICDF,2020-07-01,18.0,0.0,0.0,ELIZABETH CONTRACT DETENTION FACILITY,Elizabeth Detention Center,2020-07-01 12:00:00,58e61a768bb22e61eca72fb1fd26f7f7
EPC,2020-07-01,119.0,67.0,0.0,EL PASO SERVICE PROCESSING CENTER,El Paso Service Processing Center,2020-07-01 12:00:00,58e61a768bb22e61eca72fb1fd26f7f7
ESSEXNJ,2020-07-01,8.0,6.0,0.0,ESSEX COUNTY CORRECTIONAL FACILITY,Essex County Jail,2020-07-01 12:00:00,58e61a768bb22e61eca72fb1fd26f7f7
ETOWAAL,2020-07-01,1.0,0.0,0.0,ETOWAH COUNTY JAIL (ALABAMA),Etowah County Jail,2020-07-01 12:00:00,58e61a768bb22e61eca72fb1fd26f7f7
FLO,2020-07-01,33.0,1.0,0.0,FLORENCE SERVICE PROCESSING CENTER,Florence Detention Center,2020-07-01 12:00:00,58e61a768bb22e61eca72fb1fd26f7f7
FRMVLVA,2020-07-01,53.0,49.0,0.0,IMMIGRATION CENTERS OF AMERICA FARMVILLE,Immigration Centers of America - Farmville,2020-07-01 12:00:00,58e61a768bb22e61eca72fb1fd26f7f7
