facility_id,facility_first_case,facility_cases_cumulative_max,facility_cases_current_latest,facility_name,city,state,zip,lat,lng,facility_listed
HANCOMS,2020-10-30,1.0,0.0,HANCOCK COUNTY JAIL,BAY ST. LOUIS,MS,NA,30.31014,-89.32785,Hancock County Jail
MONROMI,2020-11-05,3.0,0.0,MONROE COUNTY DETENTION-DORM,MONROE,MI,48161,41.89351500000001,-83.39406400000001,Monroe County Jail
MONROMI,2020-11-05,3.0,0.0,MONROE COUNTY DETENTION-DORM,MONROE,MI,48161,41.89351500000001,-83.39406400000001,Monroe County Detention
MONROMI,2020-11-05,3.0,0.0,MONROE COUNTY DETENTION-DORM,MONROE,MI,48161,41.89351500000001,-83.39406400000001,Monroe County Detention - Dorm
CLAYCIN,2020-11-09,54.0,8.0,CLAY COUNTY JAIL,BRAZIL,IN,47834,39.52383377,-87.12009947,Clay County Justice Center
MORGNMO,2020-11-12,3.0,0.0,MORGAN COUNTY ADULT DETENTION CENTER,VERSAILLES,MO,65084,38.43162757999999,-92.83975127,Morgan County Detention Center
CUMBEME,2020-11-16,1.0,0.0,CUMBERLAND COUNTY JAIL,PORTLAND,ME,04102,43.65086235,-70.28161965000002,Cumberland County Jail
SHERBMN,2020-11-16,7.0,0.0,SHERBURNE COUNTY JAIL,ELK RIVER,MN,55330,45.304328999999996,-93.619191,Sherburne County Jail
HARDJIA,2020-11-18,7.0,0.0,HARDIN COUNTY JAIL,ELDORA,IA,50627,42.35984491999999,-93.09737106,Hardin County Jail
NOBLEMN,2020-11-18,2.0,0.0,NOBLES COUNTY JAIL,WORTHINGTON,MN,56187,43.649224,-95.593433,Nobles County Jail
HOWARMD,2020-11-19,2.0,0.0,HOWARD COUNTY DETENTION CENTER,JESSUP,MD,20794,39.16941095000001,-76.78179079,Howard County Detention Center
KANDIMN,2020-11-20,63.0,0.0,KANDIYOHI COUNTY JAIL,WILLMAR,MN,56201,45.1460114,-95.0136881,Kandiyoh County Jail
CLINTPA,2020-11-23,74.0,3.0,CLINTON COUNTY CORRECTIONAL FACILITY,LOCK HAVEN,PA,17745,41.15487099999999,-77.33688699999999,Clinton County Correctional Facility
DODGEWI,2020-12-04,19.0,7.0,DODGE COUNTY JAIL,JUNEAU,WI,53039,43.407113,-88.70619500000001,Dodge County Jail
BEFAMPA,2020-12-11,6.0,1.0,BERKS COUNTY FAMILY SHELTER,LEESPORT,PA,19533,40.379575,-76.01954300000001,Berks Family Residental Center
BEFAMPA,2020-12-11,6.0,1.0,BERKS COUNTY FAMILY SHELTER,LEESPORT,PA,19533,40.379575,-76.01954300000001,Berks Family Residential Center
Howard R. Young Correctional Institution,2020-12-11,1.0,1.0,HOWARD R. YOUNG CORRECTIONAL INSTITUTION,Wilmington,DE,19802,39.74135090000001,-75.5297229,Howard R. Young Correctional Institution
BUTLEOH,2020-12-14,2.0,0.0,BUTLER COUNTY JAIL,HAMILTON,OH,45011,39.38975,-84.5531833,Butler County Jail
YUBAJCA,2020-12-23,8.0,0.0,YUBA COUNTY JAIL,MARYSVILLE,CA,95901,39.140597559999996,-121.58689460000001,Yuba County Jail
WVSCENT,2020-12-30,2.0,0.0,SOUTH CENTRAL REGIONAL JAIL,CHARLESTON,WV,25309,38.31210189,-81.71040225,South CEntral Regional Jail
WVSCENT,2020-12-30,2.0,0.0,SOUTH CENTRAL REGIONAL JAIL,CHARLESTON,WV,25309,38.31210189,-81.71040225,South Central Regional Jail
PLYMOMA,2021-01-04,74.0,49.0,PLYMOUTH COUNTY CORRECTIONAL FACILITY,PLYMOUTH,MA,02360,41.931807899999995,-70.65129918000001,Plymouth County Correctional Facility
KANKEIL,2021-01-11,24.0,1.0,KANKAKEE COUNTY JAIL (JEROME COMBS DET CTR),KANKAKEE,IL,60901,41.07573766,-87.85922738000001,Kankakee County Detention Center
ORANGNY,2021-01-11,28.0,0.0,ORANGE COUNTY JAIL,GOSHEN,NY,10924,41.404669119999994,-74.35745940000001,Orange County Jail
SENECOH,2021-01-15,20.0,0.0,SENECA COUNTY JAIL,TIFFIN,OH,44883,41.079514,-83.15368199999999,Seneca County Jail
KARNETX,2021-01-20,112.0,12.0,KARNES COUNTY CORRECTIONAL CENTER,KARNES CITY,TX,78118,28.88348505,-97.91184814,Karnes County Correctional Center
HASHENE,2021-02-05,5.0,0.0,HALL COUNTY DEPARTMENT OF CORRECTIONS,GRAND ISLAND,NE,68801,40.926919000000005,-98.32807699999998,Hall County Sheriff
ELPCOTX,2021-02-18,1.0,0.0,EL PASO COUNTY JAIL (TEXAS),EL PASO,TX,79938,31.8102902,-106.25319370000001,El Paso County Jail
POTTAIA,2021-03-03,5.0,0.0,POTTAWATTAMIE COUNTY JAIL,COUNCIL BLUFFS,IA,51501,41.281836,-95.86718400000001,Pottawattamie County Jail
KCCDCTX,2021-03-30,1.0,1.0,KARNES COUNTY CIVIL DETENTION CENTER,KARNES CITY,TX,78118,28.884651,-97.915298,Karnes County Civil Detention Center
BOONEKY,2021-04-05,23.0,5.0,BOONE COUNTY JAIL,BURLINGTON,KY,41005,39.037325710000005,-84.72366686000001,Boone County Jail
Endeavors - Best Western Hotel El Paso,2021-04-13,359.0,0.0,BEST WESTERN HOTEL - EL PASO,EL PASO,TX,79925,31.7794827,-106.3933309,Best Western El Paso
Endeavors - Best Western Hotel El Paso,2021-04-13,359.0,0.0,BEST WESTERN HOTEL - EL PASO,EL PASO,TX,79925,31.7794827,-106.3933309,Best Western Hotel - El Paso
Endeavors - Comfort Suites El Paso,2021-04-16,359.0,0.0,COMFORT SUITES - EL PASO,EL PASO,TX,79925,31.780232999999996,-106.394135,Comfort Suites - El Paso
York County Jail,2021-04-23,2.0,0.0,YORK COUNTY Jail,YORK,PA,17402,39.98759739999999,-76.66360293,Your County Jail
York County Jail,2021-04-23,2.0,0.0,YORK COUNTY Jail,YORK,PA,17402,39.98759739999999,-76.66360293,York County Jail
Endeavors - Holiday Inn Chandler,2021-04-26,345.0,1.0,HOLIDAY INN - CHANDLER,Chandler,AZ,85248,33.31647039999999,-111.85392900000001,Holiday Inn - Chandler
FIPCAGA,2021-05-17,137.0,13.0,ANNEX - FOLKSTON IPC,FOLKSTON,GA,31537,30.860915000000002,-82.02194,Folkston Annex (IHSC)
Endeavors - La Quinta Pearsall,2021-05-18,252.0,12.0,LA QUINTA - PEARSALL (HOUSE OF PEACE),Pearsall,TX,78061,28.8939793,-99.11981970000001,La Quinta - Pearsall (House of Peace)
Endeavrs - Sure Stay Phoneix,2021-06-07,313.0,4.0,SURE STAY - PHOENIX (HOUSE OF JOY),Phoenix,AZ,85008,33.451360099999995,-112.06519560000001,Sure Stay - Phoeniz (House of Joy)
Endeavrs - Sure Stay Phoneix,2021-06-07,313.0,4.0,SURE STAY - PHOENIX (HOUSE OF JOY),Phoenix,AZ,85008,33.451360099999995,-112.06519560000001,Sure Stay - Phoenix (House of Joy)
Endeavors - Wingate by Wyndham House of Hope,2021-07-06,238.0,0.0,WINGATE BY WYNDHAM - HOUSE OF HOPE,Yuma,AZ,85365,32.700719500000005,-114.60841009999999,Wingate by Wyndham - House of Hope
Endeavors - Wingate by Wyndham House of Hope,2021-07-06,238.0,0.0,WINGATE BY WYNDHAM - HOUSE OF HOPE,Yuma,AZ,85365,32.700719500000005,-114.60841009999999,Wingate by Wyndham (House of Hope)
HAILEID,2021-07-28,1.0,0.0,DALE G. HAILE DETENTION CENTER,CALDWELL,ID,83605,43.664802140000006,-116.68168229999999,Dale Haile Detention Center
Desert View Annex,2021-08-13,40.0,1.0,DESERT VIEW ANNEX,ADELANTO,CA,92301,34.559380399999995,-117.4394413,Desert View Annex
FLOCC,2021-08-16,4.0,0.0,FLORENCE CORRECTIONAL CENTER,FLORENCE,AZ,85132,33.0438338,-111.371793,Florence Correctional Center
Hotel Ava by Ramada House of Tranquility,2021-10-28,395.0,29.0,HOTEL AVA BY RAMADA (HOUSE OF TRANQUILITY),LAREDO,TX,78040,27.522112199999995,-99.5060093,Hotel Ava by Ramada (House of Tranquility)
La Quinta Wyndham,2021-10-28,259.0,25.0,LA QUINTA - WYNDHAM,LAREDO,TX,78041,27.5221887,-99.53884,La Quinta - Wyndham
MoShannon Valley Processing Center,2021-12-07,48.0,8.0,Moshannon Valley Processing Center,PHILIPSBURG,PA,NA,40.921117300000006,-78.2421772,MoShannon Valley Processing Center
DEPCOGU,2021-12-08,1.0,0.0,Guam Department of Corrections,MANGILAO,GU,96913,13.448146,144.785942,Guam Department of Corrections
SWEETWY,2022-01-10,1.0,1.0,SWEETWATER COUNTY JAIL,ROCK SPRINGS,WY,82901,41.540842399999995,-109.3072221,Sweetwater County Jail
BOPHON,2022-01-13,4.0,0.0,HONOLULU FEDERAL DETENTION CENTER,HONOLULU,HI,96819,21.333499760000002,-157.92886890000003,Honolulu Federal Detention Center
DORCHMD,2022-01-19,16.0,11.0,DORCHESTER COUNTY DETENTION CENTER,CAMBRIDGE,MD,21613,38.54829109,-76.06140350000001,Dorchester County Jail
Ramsey County Adult Detention Center,2022-02-22,1.0,0.0,NA,NA,NA,NA,,,NA
ABRXSPA,NA,,,ABRAXAS ACADEMY DETENTION CENTER,MORGANTOWN,PA,19543,40.191770000000005,-75.91592000000001,NA
ALBCONY,NA,,,ALBANY COUNTY JAIL,ALBANY,NY,12211,42.75141,-73.81536,NA
ALEXAVA,NA,,,ALEXANDRIA CITY JAIL,ALEXANDRIA,VA,22314,38.79861232000002,-77.06731218,NA
ANCHOAK,NA,,,ANCHORAGE CORRECTIONAL COMPLEX,ANCHORAGE,AK,99501,61.2183804,-149.85764900000004,NA
BALDWAL,NA,,,BALDWIN COUNTY CORRECTIONAL CENTER,BAY MINETTE,AL,36507,30.884539999999998,-87.774769,NA
BEAVRPA,NA,,,BEAVER COUNTY JAIL,ALIQUIPPA,PA,15001,40.62901300000001,-80.239052,NA
BEDCITX,NA,,,BEDFORD MUNICIPAL DETENTION CENTER,BEDFORD,TX,76021,32.841090359999995,-97.13309242999999,NA
BREMEIA,NA,,,BREMER COUNTY JAIL,WAVERLY,IA,50677,42.726754060000005,-92.465757,NA
BURNETX,NA,,,BURNET COUNTY JAIL,BURNET,TX,78611,30.741521999999996,-98.25304799999999,NA
BUTLEKS,NA,,,BUTLER COUNTY JAIL,EL DORADO,KS,67042,37.813860299999995,-96.83003209999998,NA
CAJUVMN,NA,,,CARVER COUNTY JUVENILE DETENTION CENTER,CHASKA,MN,55318,44.789279,-93.593311,NA
CALDWMO,NA,,,CALDWELL COUNTY DETENTION CENTER,KINGSTON,MO,64650,39.642596000000005,-94.046895,NA
CARJAMN,NA,,,CARVER COUNTY JAIL,CHASKA,MN,55318,44.78726399999999,-93.59287199999999,NA
CASCAMT,NA,,,CASCADE COUNTY JAIL (MONTANA),GREAT FALLS,MT,59404,47.46636197,-111.3804339,NA
CASSCNE,NA,,,CASS COUNTY JAIL,PLATTSMOUTH,NE,68048,41.01108420999999,-95.88334479,NA
CBRRSNC,NA,,,CABARRUS COUNTY JAIL,CONCORD,NC,28025,35.4093208,-80.57803519999999,NA
CHACONY,NA,,,CHAUTAUQUA COUNTY JAIL,MAYVILLE,NY,14757,42.25486945999999,-79.50413017,NA
CHIPPMI,NA,,,CHIPPEWA COUNTY SSM,SAULT SAINTE MARIE,MI,49783,46.49749031,-84.34616045000001,NA
CHRISMO,NA,,,CHRISTIAN COUNTY JAIL,OZARK,MO,65721,37.019868589999994,-93.20555586,NA
CLICONY,NA,,,CLINTON COUNTY JAIL,PLATTSBURGH,NY,12901,44.71959274000001,-73.46803505,NA
CMPJVNY,NA,,,COMPASS HOUSE SHELTER,BUFFALO,NY,14209,42.912874689999995,-78.86773701999999,NA
COBBJGA,NA,,,COBB COUNTY JAIL,MARIETTA,GA,30060,33.908688,-84.58092,NA
COLLIFL,NA,,,COLLIER COUNTY NAPLES JAIL CENTER,NAPLES,FL,34112,26.126273360000003,-81.76572362000002,NA
COWJVWA,NA,,,COWLITZ COUNTY JUVENILE,LONGVIEW,WA,98632,46.141403059999995,-122.91779840000001,NA
DAKOTNE,NA,,,DAKOTA COUNTY JAIL,DAKOTA CITY,NE,68731,42.41501017,-96.41887394000001,NA
DALCOTX,NA,,,DALLAS COUNTY JAIL - LEW STERRETT JUSTICE CENTER,DALLAS,TX,75202,32.776298690000004,-96.81560135,NA
DAVIDTN,NA,,,DAVIDSON COUNTY SHERIFF,NASHVILLE,TN,37210,36.1862325,-86.7850215,NA
DEAPDMI,NA,,,DEARBORN POLICE DEPARTMENT,DEARBORN,MI,48126,42.3231468,-83.17259159999999,NA
DEKALAL,NA,,,DEKALB COUNTY DETENTION CENTER,FORT PAYNE,AL,35968,34.42875600000001,-85.760138,NA
DELAWPA,NA,,,DELAWARE CO JAIL (GEORGE W. HILL),THORNTON,PA,19373,39.905218000000005,-75.512939,NA
DENIICO,NA,,,DENVER CONTRACT DETENTION FACILITY (CDF) II,AURORA,CO,80010,39.739387,-104.8621,NA
EHDLGTX,NA,,,EAST HIDALGO DETENTION CENTER,LA VILLA,TX,78562,26.251742999999998,-97.86811900000001,NA
ELMORID,NA,,,ELMORE COUNTY JAIL,MOUNTAIN HOME,ID,83647,43.137034,-115.67298399999999,NA
ERICOPA,NA,,,ERIE COUNTY JAIL,ERIE,PA,16503,42.12477524000001,-80.06589688999999,NA
EULESTX,NA,,,EULESS CITY JAIL,EULESS,TX,76040,32.831663199999994,-97.09446790000001,NA
FAYETKY,NA,,,FAYETTE COUNTY DETENTION CENTER,LEXINGTON,KY,40510,38.066097,-84.54485100000001,NA
FORSYNC,NA,,,FORSYTH COUNTY JAIL,WINSTON-SALEM,NC,27101,36.09651000000001,-80.242718,NA
FREDEMD,NA,,,FREDERICK COUNTY DETENTION CENTER,FREDERICK,MD,21704,39.365080449999994,-77.41508036,NA
GARVIOK,NA,,,GARVIN COUNTY DETENTION CENTER,PAULS VALLEY,OK,73075,34.740003,-97.22222900000001,NA
GASTNNC,NA,,,GASTON COUNTY JAIL,GASTONIA,NC,28052,35.267500000000005,-81.18208799999998,NA
GFCORND,NA,,,GRAND FORKS COUNTY CORRECTIONAL FACILITY,GRAND FORKS,ND,58206,47.935792000000006,-97.05585099999999,NA
GFJUVND,NA,,,GRAND FORKS COUNTY,GRAND FORKS,ND,58206,47.935792000000006,-97.05585099999999,NA
GLEPDCA,NA,,,GLENDALE POLICE DEPARTMENT,GLENDALE,CA,91206,34.147255300000005,-118.24921540000003,NA
GRAYSKY,NA,,,GRAYSON COUNTY JAIL,LEITCHFIELD,KY,42754,37.49107275,-86.2578805,NA
HALLJGA,NA,,,HALL COUNTY JAIL,GAINESVILLE,GA,30507,34.242651,-83.815583,NA
JEFFEID,NA,,,JEFFERSON COUNTY JAIL,RIGBY,ID,83442,43.673357530000004,-111.9108918,NA
JHRWLTX,NA,,,JACK HARWELL DETENTION CENTER,WACO,TX,76705,31.5462976,-97.0673467,NA
KENOSWI,NA,,,KENOSHA COUNTY DETENTION CENTER,KENOSHA,WI,53144,42.59321564000001,-87.91489650000001,NA
KENTCMI,NA,,,KENT COUNTY JAIL,GRAND RAPIDS,MI,49503,42.97624673,-85.62990510999998,NA
LAPAZAZ,NA,,,LA PAZ COUNTY ADULT DETENTION FACILITY,PARKER,AZ,85344,34.14622635,-114.2901887,NA
LAPLACO,NA,,,LA PLATA COUNTY JAIL,DURANGO,CO,81303,37.247535000000006,-107.87865699999999,NA
LEXINSC,NA,,,LEXINGTON COUNTY JAIL,LEXINGTON,SC,29072,33.978480749999996,-81.25083986,NA
LONPDAR,NA,,,LONOKE POLICE DEPARTMENT,LONOKE,AR,72086,34.5416135,-91.7548073,NA
LPLCCAZ,NA,,,LA PALMA CORRECTIONAL CENTER,ELOY,AZ,85131,32.65,-111.59,NA
LUBBOTX,NA,,,LUBBOCK COUNTY DETENTION CENTER,LUBBOCK,TX,79401,33.585422900000005,-101.8434337,NA
MECKLNC,NA,,,MECKLENBURG COUNTY DETENTION CENTER NORTH,CHARLOTTE,NC,28202,35.314917019999996,-80.84112443000002,NA
MEYTHCT,NA,,,MAINE YOUTH CENTER - LONG CREEK,SOUTH PORTLAND,ME,04106,43.6395847,-70.30899009999999,NA
MILLRAR,NA,,,MILLER COUNTY JAIL,TEXARKANA,AR,71854,33.39980132,-94.02270786999998,NA
MINICID,NA,,,MINICASSIA DETENTION CENTER,BURLEY,ID,83318,42.53528029,-113.79180930000001,NA
MNTGMAL,NA,,,MONTGOMERY CITY JAIL,MONTGOMERY,AL,36104,32.38155571,-86.29825808000001,NA
MOFFECO,NA,,,MOFFAT COUNTY JAIL,CRAIG,CO,81625,40.50679779,-107.5585057,NA
MONCJAL,NA,,,MONTGOMERY CITY JAIL,MONTGOMERY,AL,36104,32.37877969,-86.30762302000002,NA
MONROFL,NA,,,MONROE COUNTY DETENTION CENTER,KEY WEST,FL,33040,24.57218474,-81.74893038,NA
NATROWY,NA,,,NATRONA COUNTY JAIL,CASPER,WY,82601,42.862257,-106.345052,NA
NOJUVOR,NA,,,NORTHERN OREGON JUVENILE DETENTION,THE DALLES,OR,97058,45.6100519,-121.202763,NA
NORCOOR,NA,,,NORTHERN OREGON CORRECTIONAL FACILITY,THE DALLES,OR,97058,45.6100519,-121.202763,NA
NVJDCVA,NA,,,NORTHERN VIRGINIA JUVENILE DETENTION CENTER,ALEXANDRIA,VA,22304,38.812562,-77.13707099999999,NA
NWHNVNC,NA,,,NEW HANOVER COUNTY JAIL,CASTLE HAYNE,NC,28429,34.327352000000005,-77.895749,NA
OCIRCCA,NA,,,ORANGE COUNTY INTAKE RELEASE FACILITY,SANTA ANA,CA,92703,33.748709600000005,-117.8771597,NA
OGLECIL,NA,,,OGLE COUNTY JAIL,OREGON,IL,61061,42.013157469999996,-89.32985122,NA
OLDHAKY,NA,,,OLDHAM COUNTY JAIL,LA GRANGE,KY,40031,38.407136300000005,-85.3808399,NA
ORANGFL,NA,,,ORANGE COUNTY JAIL,ORLANDO,FL,32839,28.5038122,-81.41640494000002,NA
OTROPNM,NA,,,OTERO COUNTY PRISON FACILITY,CHAPARRAL,NM,88081,32.07876,-106.278026,NA
PENNISD,NA,,,PENNINGTON COUNTY JAIL (SOUTH DAKOTA),RAPID CITY,SD,57701,44.07892823000001,-103.22102370000002,NA
PINELFL,NA,,,PINELLAS COUNTY JAIL,CLEARWATER,FL,33762,27.901528999999996,-82.70619900000001,NA
PLATTMO,NA,,,PLATTE COUNTY DETENTION CENTER,PLATTE CITY,MO,64079,39.19035320000001,-94.6837149,NA
PLATTWY,NA,,,PLATTE COUNTY JAIL,WHEATLAND,WY,82201,42.055382,-104.95270599999999,NA
RIOGRCO,NA,,,RIO GRANDE COUNTY JAIL,DEL NORTE,CO,81132,37.67659639000001,-106.3506827,NA
RNDLLTX,NA,,,RANDALL COUNTY JAIL,AMARILLO,TX,79118,35.116465,-101.866116,NA
ROCKIVA,NA,,,ROCKINGHAM COUNTY JAIL,HARRISONBURG,VA,22801,38.44956526,-78.87046788999999,NA
RONKEVA,NA,,,ROANOKE CITY JAIL,ROANOKE,VA,24016,37.27138849,-79.94723813,NA
SCRUZAZ,NA,,,SANTA CRUZ COUNTY JAIL,NOGALES,AZ,85621,31.35537155,-110.92782340000002,NA
SEBASAR,NA,,,SEBASTIAN COUNTY DETENTION CENTER,FORT SMITH,AR,72901,35.382833,-94.4251108,NA
SHACOKS,NA,,,SHAWNEE COUNTY DEPARTMENT OF CORRECTIONS,TOPEKA,KS,66607,39.048100700000006,-95.67182629999999,NA
SHAJUKS,NA,,,SHAWNEE COUNTY JUVENILE DETENTION CENTER,TOPEKA,KS,66607,39.047595,-95.67017099999998,NA
SLSLCUT,NA,,,SALT LAKE COUNTY METRO JAIL,SALT LAKE CITY,UT,84119,40.72623890000001,-111.9167772,NA
STTAMLA,NA,,,SAINT TAMMANY PARISH JAIL,COVINGTON,LA,70433,30.480421179999997,-90.09537929999999,NA
SUFFOMA,NA,,,SUFFOLK COUNTY HOUSE OF CORRECTIONS,BOSTON,MA,02118,42.3329215,-71.0709394,NA
TALLAMS,NA,,,TALLAHATCHIE CO CORR FACILITY,TUTWILER,MS,38963,34.015685999999995,-90.39034,NA
TELLECO,NA,,,TELLER COUNTY JAIL,DIVIDE,CO,80814,38.942360320000006,-105.1539447,NA
TNWESDF,NA,,,WESTERN TENNESSEE DETENTION FACILITY,MASON,TN,38049,35.408822,-89.550034,NA
TOOELUT,NA,,,TOOELE COUNTY JAIL,TOOELE,UT,84074,40.53024984,-112.2984163,NA
TULCOOK,NA,,,TULSA COUNTY JAIL (DAVID L. MOSS JUSTICE CTR),TULSA,OK,74103,36.15728159999999,-95.99901266000002,NA
VALVETX,NA,,,VAL VERDE CORRECTIONAL FACILITY,DEL RIO,TX,78840,29.373265000000004,-100.84786700000001,NA
VTSTALB,NA,,,NORTHWEST STATE CORRECTIONAL CENTER,SWANTON,VT,05488,44.850138,-73.13243499999999,NA
WACLATX,NA,,,CENTRAL TEXAS DETENTION FACILITY,SAN ANTONIO,TX,78207,29.423532349999995,-98.49698216,NA
WAKECNC,NA,,,WAKE COUNTY SHERIFF DEPARTMENT,RALEIGH,NC,27601,35.777722000000004,-78.64022160000002,NA
WASHONV,NA,,,WASHOE COUNTY JAIL,RENO,NV,89512,39.572885,-119.8106322,NA
WCRDFTX,NA,,,WILLACY CO  REGIONAL DETENTION FACILITY,RAYMONDVILLE,TX,78580,26.500175000000002,-97.81013,NA
WHITFGA,NA,,,WHITFIELD COUNTY JAIL,DALTON,GA,30720,34.79297690000001,-84.98450303000001,NA
WTXDFTX,NA,,,WEST TEXAS DETENTION FACILITY,SIERRA BLANCA,TX,79851,31.166718,-105.351651,NA
YANCOSD,NA,,,YANKTON COUNTY JAIL,YANKTON,SD,57078,42.871260199999995,-97.39367014,NA
YIKIMWA,NA,,,YAKIMA COUNTY DEPARTMENT OF CORRECTIONS,YAKIMA,WA,98901,46.60340058,-120.5081747,NA
YORCOSC,NA,,,YORK COUNTY DETENTION CENTER,YORK,SC,29745,34.98489907999999,-81.20403402000001,NA
